Bald Head Island,33.866,-77.9864,1269.000000,539.000000
Sunset Beach,33.892,-78.5104,1266.000000,539.000000
Calabash,33.8945,-78.5571,1264.000000,539.000000
Ocean Isle Beach,33.9011,-78.4394,1268.000000,538.000000
Carolina Shores,33.9076,-78.5738,1264.000000,538.000000
Holden Beach,33.912,-78.3182,1271.000000,538.000000
Caswell Beach,33.9074,-78.0473,1279.000000,538.000000
Varnamtown,33.9432,-78.236,1273.000000,537.000000
Oak Island,33.9434,-78.1366,1276.000000,537.000000
Southport,33.9412,-78.0205,1279.000000,537.000000
St. James,33.9467,-78.1132,1277.000000,536.000000
Shallotte,33.9759,-78.3807,1269.000000,536.000000
Kure Beach,34.0003,-77.9077,1272.000000,535.000000
Boiling Spring Lakes,34.0322,-78.068,1278.000000,534.000000
Carolina Beach,34.0396,-77.8966,1272.000000,533.000000
Bolivia,34.0699,-78.1472,1276.000000,532.000000
Sea Breeze,34.0698,-77.8965,1272.000000,532.000000
Myrtle Grove,34.123,-77.8834,1272.000000,530.000000
Tabor City,34.1538,-78.8737,1255.000000,530.000000
Silver Lake,34.1408,-77.909,1272.000000,530.000000
Leland,34.2044,-78.0277,1279.000000,528.000000
Wilmington,34.21,-77.8866,1272.000000,528.000000
Wrightsville Beach,34.213,-77.798,1275.000000,528.000000
Belville,34.2194,-77.9984,1269.000000,527.000000
Ogden,34.2656,-77.7965,1275.000000,526.000000
Kings Grant,34.2665,-77.8659,1273.000000,526.000000
Hightsville,34.2667,-77.9344,1271.000000,526.000000
Brunswick,34.2879,-78.7084,1260.000000,525.000000
Sandy Creek,34.2812,-78.1529,1276.000000,525.000000
Navassa,34.2831,-78.029,1279.000000,525.000000
Bayshore,34.2893,-77.8025,1275.000000,525.000000
Wrightsboro,34.2895,-77.9217,1271.000000,525.000000
Murraysville,34.2919,-77.8429,1273.000000,525.000000
Porters Neck,34.2942,-77.7695,1275.000000,525.000000
Fair Bluff,34.3126,-79.0333,1251.000000,525.000000
Blue Clay Farms,34.3005,-77.8917,1272.000000,524.000000
Northchase,34.3049,-77.8754,1272.000000,524.000000
Lake Waccamaw,34.3141,-78.5117,1265.000000,524.000000
Cerro Gordo,34.3226,-78.9286,1254.000000,524.000000
Hallsboro,34.3189,-78.5934,1263.000000,524.000000
Chadbourn,34.3251,-78.825,1257.000000,524.000000
Bolton,34.3174,-78.3977,1269.000000,524.000000
Northwest,34.3149,-78.1453,1276.000000,524.000000
Delco,34.3188,-78.2267,1274.000000,524.000000
Whiteville,34.3306,-78.7013,1260.000000,524.000000
Skippers Corner,34.3292,-77.9141,1271.000000,523.000000
Riegelwood,34.3444,-78.2198,1274.000000,523.000000
Marietta,34.3681,-79.1249,1248.000000,523.000000
Castle Hayne,34.3583,-77.9114,1271.000000,522.000000
Hampstead,34.3627,-77.7318,1277.000000,522.000000
Topsail Beach,34.3744,-77.6322,1279.000000,522.000000
Sandyfield,34.3738,-78.3,1272.000000,522.000000
East Arcadia,34.3816,-78.3232,1271.000000,522.000000
Evergreen,34.4149,-78.9114,1254.000000,521.000000
Boardman,34.4365,-78.9468,1253.000000,520.000000
Surf City,34.4346,-77.5644,1281.000000,520.000000
Rocky Point,34.4441,-77.8909,1272.000000,520.000000
Orrum,34.4667,-79.0089,1251.000000,519.000000
Proctorville,34.4751,-79.037,1251.000000,519.000000
Kelly,34.4639,-78.3109,1271.000000,519.000000
Fairmont,34.4947,-79.1136,1248.000000,519.000000
Clarkton,34.4889,-78.6559,1261.000000,518.000000
North Topsail Beach,34.4931,-77.4338,1285.000000,518.000000
Holly Ridge,34.4953,-77.527,1282.000000,518.000000
Rowland,34.5362,-79.2928,1243.000000,517.000000
St. Helena,34.5166,-77.9174,1271.000000,517.000000
Atkinson,34.5275,-78.1697,1275.000000,517.000000
Bladenboro,34.5406,-78.7949,1257.000000,517.000000
McDonald,34.5537,-79.1764,1247.000000,517.000000
Butters,34.5603,-78.8489,1256.000000,516.000000
Sneads Ferry,34.5564,-77.3824,1286.000000,516.000000
Burgaw,34.5507,-77.9224,1271.000000,516.000000
Raynham,34.5759,-79.1911,1246.000000,516.000000
Ivanhoe,34.587,-78.2447,1273.000000,515.000000
Elrod,34.6072,-79.2307,1245.000000,515.000000
Raemon,34.6229,-79.3491,1242.000000,514.000000
Elizabethtown,34.6238,-78.6097,1263.000000,514.000000
Lumberton,34.6312,-79.0186,1251.000000,514.000000
White Lake,34.6417,-78.4969,1266.000000,513.000000
Dublin,34.6562,-78.7231,1259.000000,513.000000
Emerald Isle,34.6649,-77.0291,1297.000000,513.000000
Watha,34.6512,-77.9576,1270.000000,513.000000
Pembroke,34.6766,-79.1934,1246.000000,512.000000
Scotch Meadows,34.689,-79.5177,1237.000000,512.000000
Barker Ten Mile,34.6825,-78.9889,1252.000000,512.000000
Indian Beach,34.6882,-76.8876,1301.000000,512.000000
Cedar Point,34.6862,-77.0833,1295.000000,512.000000
Harkers Island,34.7002,-76.5612,1310.000000,512.000000
Pine Knoll Shores,34.6974,-76.8205,1302.000000,512.000000
Atlantic Beach,34.7011,-76.7403,1305.000000,512.000000
Swansboro,34.6958,-77.1368,1293.000000,512.000000
Cape Carteret,34.6973,-77.0572,1296.000000,512.000000
Bogue,34.698,-77.0311,1296.000000,512.000000
Marshallberg,34.7266,-76.5149,1311.000000,511.000000
Gloucester,34.7292,-76.5391,1310.000000,511.000000
Beaufort,34.7308,-76.6487,1307.000000,511.000000
Morehead City,34.7308,-76.7387,1305.000000,511.000000
Peletier,34.727,-77.0759,1295.000000,511.000000
Broad Creek,34.7304,-76.9241,1299.000000,511.000000
Maxton,34.7364,-79.3527,1242.000000,510.000000
Prospect,34.7358,-79.2251,1245.000000,510.000000
Jacksonville,34.7288,-77.3941,1286.000000,510.000000
Tar Heel,34.7339,-78.791,1258.000000,510.000000
Harrells,34.7279,-78.2015,1274.000000,510.000000
White Oak,34.7396,-78.7186,1260.000000,510.000000
Gibson,34.7595,-79.6069,1234.000000,510.000000
Laurinburg,34.7597,-79.4781,1238.000000,510.000000
Piney Green,34.7498,-77.3208,1288.000000,510.000000
Wallace,34.7379,-77.9909,1269.000000,510.000000
East Laurinburg,34.7691,-79.445,1239.000000,509.000000
Newport,34.772,-76.8771,1301.000000,509.000000
Teachey,34.769,-78.0093,1280.000000,509.000000
Davis,34.7996,-76.4641,1313.000000,508.000000
Pumpkin Center,34.786,-77.3642,1287.000000,508.000000
Wakulla,34.797,-79.256,1244.000000,508.000000
Garland,34.7859,-78.3947,1269.000000,508.000000
Red Springs,34.8046,-79.1822,1246.000000,508.000000
Laurel Hill,34.8102,-79.546,1236.000000,508.000000
McFarlan,34.8148,-79.9766,1224.000000,508.000000
St. Pauls,34.8085,-78.9747,1252.000000,508.000000
Rennert,34.8141,-79.0791,1249.000000,508.000000
